sun_sign,trait_primary,trait_shadow,dominant_emotion,dominant_mood,sentiment_band,mood_trend,cosmic_mood_focus,cosmic_emotion_focus,cosmic_feeling_focus
Capricorn,disciplined,rigid,fear,Low,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,neutral,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,neutral,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,negative,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Good,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,negative,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,negative,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,neutral,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,positive,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,positive,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,positive,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,negative,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,negative,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,negative,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,neutral,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,positive,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,positive,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,positive,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,neutral,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,positive,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,positive,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,positive,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,neutral,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,neutral,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,neutral,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,negative,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,negative,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,negative,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,positive,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,positive,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,negative,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,neutral,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,negative,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,neutral,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,negative,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,neutral,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,neutral,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,neutral,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,neutral,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,neutral,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,negative,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,neutral,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Good,positive,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,neutral,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,positive,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,negative,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,neutral,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,neutral,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,neutral,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,positive,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,positive,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,negative,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,neutral,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,positive,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,negative,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,negative,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,neutral,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,negative,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Happy,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,positive,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,positive,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,positive,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,negative,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,positive,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,negative,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,neutral,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,positive,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,neutral,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Happy,positive,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Happy,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,negative,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,negative,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,neutral,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,positive,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,neutral,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,negative,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,neutral,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,neutral,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,positive,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,negative,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,positive,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,negative,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Happy,neutral,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,negative,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,neutral,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,neutral,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,neutral,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,neutral,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,positive,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,positive,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,neutral,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,neutral,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,negative,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,positive,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,negative,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,negative,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,neutral,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,neutral,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,neutral,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,positive,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,neutral,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,negative,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,positive,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,negative,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,negative,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Calm,neutral,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,neutral,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Good,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Good,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,neutral,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
